symbol,start_time,end_time,timeframe,open,high,low,close,volume,vah,val,mid,vpoc,kurtosis,skewness,profile_shape,volume_spike_ratio,hvns,lvns,untested_vpocs,vwap,profile_distribution,open_prev_profile,close_prev_profile,poor_high,poor_low
ESS,2025-03-31 16:30:00,2025-03-31 16:44:00,15min,5591.0,5604.0,5586.5,5597.75,49257.0,5603.75,5592.25,5595.25,5598.375,-0.7130568860363908,-0.3808208857727787,double-distro,0.68,"[5592.5, 5589.25]",[5591.25],"[5539.375, 5598.375]",5595.7334,{},Within Value Area,Within Value Area,False,False
ESS,2025-03-31 16:45:00,2025-03-31 16:59:00,15min,5597.75,5606.75,5596.5,5598.5,40686.0,5605.25,5599.75,5601.625,5601.875,-1.0915809780674643,-0.03782443649070566,normal,1.14,"[5596.75, 5606.88]",[],"[5539.375, 5601.875]",5602.1329,{},Within Value Area,Within Value Area,False,False
ESS,2025-03-31 17:00:00,2025-03-31 17:14:00,15min,5598.5,5604.0,5584.5,5590.0,45395.0,5598.25,5584.5,5594.25,5592.375,-1.4459236566416585,0.05622514973318996,double-distro,0.65,"[5601.0, 5585.5]",[5596.62],"[5539.375, 5592.375]",5593.6638,{},Below VAL,Below VAL,False,False
ESS,2025-03-31 17:15:00,2025-03-31 17:29:00,15min,5590.25,5611.75,5588.0,5611.5,41961.0,5601.75,5588.0,5599.875,5597.375,0.15934657229385962,0.813439907417687,double-distro,1.41,"[5607.63, 5603.25]",[5602.63],"[5539.375, 5597.375]",5599.3057,{},Within Value Area,Above VAH,False,False
ESS,2025-03-31 17:30:00,2025-03-31 17:44:00,15min,5611.25,5611.25,5602.5,5604.75,35247.0,5610.0,5605.75,5606.875,5608.125,-0.6254398031842818,-0.4821389250012519,normal,1.12,[5602.87],[],"[5539.375, 5597.375, 5608.125]",5607.3241,{},Above VAH,Above VAH,False,False
ESS,2025-03-31 17:45:00,2025-03-31 17:59:00,15min,5605.0,5610.25,5596.5,5598.5,32521.0,5610.5,5603.0,5603.375,5605.125,-0.5552178896756015,-0.7736584292241513,double-distro,1.01,"[5599.5, 5597.87]",[5601.75],"[5539.375, 5605.125]",5604.1232,{},Below VAL,Below VAL,False,False
ESS,2025-03-31 18:00:00,2025-03-31 18:14:00,15min,5598.75,5617.25,5595.5,5613.5,34926.0,5616.5,5603.25,5606.375,5613.625,-1.0916226182704527,-0.47735042439197567,double-distro,1.01,"[5598.75, 5602.75]","[5608.5, 5604.25]","[5539.375, 5613.625]",5608.2661,{},Below VAL,Above VAH,False,False
ESS,2025-03-31 18:15:00,2025-03-31 18:29:00,15min,5613.75,5614.25,5593.25,5602.0,38884.0,5602.25,5593.25,5603.75,5597.875,-0.534918275562946,0.8710794898014191,double-distro,0.87,"[5607.0, 5610.83]","[5603.63, 5607.75]","[5539.375, 5597.875]",5600.7487,{},Within Value Area,Below VAL,False,False
ESS,2025-03-31 18:30:00,2025-03-31 18:44:00,15min,5602.0,5607.75,5594.5,5595.75,31347.0,5604.25,5598.25,5601.125,5601.875,-0.48853617375405456,0.06641553028545563,normal,1.07,"[5595.37, 5596.63]","[5598.25, 5603.88]","[5539.375, 5601.875]",5601.3279,{},Within Value Area,Within Value Area,False,False
ESS,2025-03-31 18:45:00,2025-03-31 18:59:00,15min,5595.5,5606.75,5592.25,5596.75,29350.0,5602.5,5593.25,5599.5,5596.125,-1.183088196473213,0.49965596350721786,double-distro,0.69,"[5603.25, 5604.87]","[5597.25, 5600.5]","[5539.375, 5596.125]",5599.2229,{},Below VAL,Below VAL,False,False
ESS,2025-03-31 19:00:00,2025-03-31 19:14:00,15min,5596.75,5635.0,5595.25,5626.75,66464.0,5635.25,5612.0,5615.125,5631.625,-1.324276200648829,0.012312161709324318,double-distro,0.89,"[5611.38, 5622.75]","[5623.0, 5618.75]","[5539.375, 5631.625]",5620.787,{},Within Value Area,Above VAH,False,False
ESS,2025-03-31 19:15:00,2025-03-31 19:29:00,15min,5626.5,5635.25,5622.75,5635.0,41358.0,5632.75,5628.0,5629.0,5630.375,2.8624213971755212,-0.481060857778913,normal,1.09,"[5624.13, 5635.38]",[5627.0],"[5539.375, 5630.375]",5629.534,{},Within Value Area,Within Value Area,False,False
ESS,2025-03-31 19:30:00,2025-03-31 19:44:00,15min,5635.0,5645.0,5632.75,5638.75,49466.0,5642.5,5636.75,5638.875,5638.625,-0.19036753260517258,0.6208693661960943,normal,1.27,"[5644.25, 5633.25]",[5636.25],"[5539.375, 5630.375, 5638.625]",5639.6253,{},Above VAH,Above VAH,False,False
ESS,2025-03-31 19:45:00,2025-03-31 19:59:00,15min,5638.75,5644.0,5627.75,5629.25,57033.0,5640.5,5630.25,5635.875,5639.625,-1.330662786423125,0.027638912807633424,double-distro,1.27,"[5629.88, 5633.06]",[5634.37],"[5539.375, 5639.625]",5634.7707,{},Within Value Area,Below VAL,False,False
ESS,2025-03-31 20:00:00,2025-03-31 20:14:00,15min,5629.25,5654.75,5628.75,5650.25,53988.0,5648.75,5636.5,5641.75,5639.625,-0.8207159266996267,0.5229659431928643,double-distro,1.2,"[5650.63, 5647.0]","[5635.88, 5647.0]","[5539.375, 5639.625]",5643.5692,{},Below VAL,Above VAH,False,False
ESS,2025-03-31 20:15:00,2025-03-31 20:29:00,15min,5650.25,5657.25,5637.0,5639.5,56763.0,5655.5,5645.75,5647.125,5649.375,0.3579497066215511,-0.561534038402689,normal,1.54,"[5655.5, 5643.5]","[5644.13, 5652.0]","[5539.375, 5649.375]",5648.6528,{},Above VAH,Within Value Area,False,False
ESS,2025-03-31 20:30:00,2025-03-31 20:44:00,15min,5639.25,5672.75,5636.0,5659.5,82292.0,5667.75,5647.0,5654.375,5651.875,-0.3654142032862069,0.18323019837680288,double-distro,1.89,"[5667.5, 5660.37]","[5646.88, 5659.87]","[5539.375, 5651.875]",5655.9115,{},Below VAL,Above VAH,False,False
ESS,2025-03-31 20:45:00,2025-03-31 20:59:00,15min,5659.0,5665.0,5643.0,5656.25,269990.0,5664.5,5652.75,5654.0,5656.875,0.6338339903355763,-0.998997364222248,double-distro,13.43,"[5663.13, 5650.45]",[],"[5539.375, 5656.875]",5656.4055,{},Within Value Area,Within Value Area,False,False
ESS,2025-03-31 21:00:00,2025-03-31 21:14:00,15min,5656.25,5657.5,5640.75,5645.5,74219.0,5648.5,5641.0,5649.125,5644.375,1.0442148712792507,-0.30174919444966386,b-shape,0.36,"[5651.25, 5655.25]",[5650.38],"[5539.375, 5644.375]",5645.9867,{},Within Value Area,Below VAL,False,False
ESS,2025-03-31 21:15:00,2025-03-31 21:29:00,15min,5645.5,5648.75,5645.0,5645.75,7656.0,5648.0,5646.0,5646.875,5646.375,-0.9689631278166613,-0.12978120842354718,normal,0.53,[],[],"[5539.375, 5644.375, 5646.375]",5646.7867,{},Within Value Area,Within Value Area,False,False
ESS,2025-03-31 21:30:00,2025-03-31 21:44:00,15min,5645.75,5647.5,5644.25,5647.25,3646.0,5646.0,5644.75,5645.875,5645.375,1.9532182722987734,1.389083085810767,b-shape,0.98,[],[5646.5],"[5539.375, 5645.375]",5645.4425,{},Below VAL,Within Value Area,False,False
